PAN Card Number,Age,Occupation,Annual Income,Property Tax Paid,School Fees,Grocery Expenses,Healthcare Costs,Lifestyle Expenditure,Bank Balance,Loan Amount,Income Declared,Estimated Actual Income,Fraud Flag,Total Expenses,Income_Ratio,PAN_Digits_Sum
ABC263,0.1028510054834015,4,-0.5463275329602031,0.9904906069504594,0.6011071529971936,0.6737751500110606,-1.0879314996378455,1.6168192679095663,-1.3271674781350684,-1.2631900068910995,0.8864275272791893,-0.7825731598750802,0,-0.5190499374025461,-1.13270882868087,11
ABC939,0.1882754286423728,3,0.1385386271728906,-0.2230205649379401,0.4279975752315515,0.583338394383037,-1.115740122220742,1.4474099187048368,-0.0013098622502418,-1.4990178991492915,0.4124021261849312,0.2256857873439552,1,0.0714596204445208,1.8273287433754613,21
ABC194,-1.093090918742197,4,1.644126317690182,-0.9403900672767548,-1.062721619817701,-0.1551503458748132,-0.3191300414614665,-1.459447297272939,-0.7295635425951547,0.0629213872533407,-0.1718258519269696,0.988453764496484,1,-1.542806088544473,-0.17383296831743797,14
ABC173,-0.4951199566293978,1,0.9922824236657364,-0.6444686637450889,-0.5086611472862724,0.0917935412545567,1.543619846629772,0.1216236092567074,-1.0700112151045102,-0.3031164455163218,0.5358852938266936,0.7595072014416715,1,-1.0490215371982303,0.7055697336503114,11
ABC673,-0.3242711103114551,3,1.145026020243948,-0.0741521288054457,-0.6558248803273259,-1.5976868857756965,0.9767517709015012,1.765506979575582,1.142120231818648,0.6016251411377688,1.3541893552151134,1.153069535402161,1,1.6193192013633038,1.1744212414239241,16
ABC213,-0.9222420724242544,0,1.5691749811770823,1.5912378558962803,1.4389245622784892,-1.6382194213291887,0.0244134036780062,1.1001730550452744,-1.0707394185639267,1.7130786333521633,0.2950372894253674,2.0570454920538146,1,0.617438949339186,0.14342769305057687,6
ABC186,1.6404906223448856,3,0.559874426021948,1.3399251126691252,-0.395405475869417,-0.3709333819717295,0.1690182411090669,0.4506294168124969,0.9789524359810768,0.7769590610336157,0.7632166889051805,0.7547314197600643,1,1.4542519698812943,1.0112427665298653,15
ABC541,-0.9222420724242544,0,1.3464771123140662,-0.327107438981798,1.2998603257387624,0.2731356367366557,1.675389935176419,-1.705566554673871,-0.8437408229388661,1.246410846556932,-1.5724061983417226,1.249371546554752,1,-0.7102644570636886,-1.2585577146188147,10
ABC228,-0.0679978408345411,0,0.4762985268037173,-0.6375525923800486,-0.6221913779065626,0.1412291771030359,-0.2703579957006946,0.6060915099815536,-1.186573989539414,0.3117412735759287,1.5365682658297313,0.6545401499101186,1,-0.8312804938805474,2.347553875863433,12
ABC635,0.0174265823244302,1,-0.1074881285781463,0.185892154520073,-0.3996611435226564,-0.8936390861326634,0.5493546330505256,-1.0268831136522765,1.0827339841800123,0.7496410735142827,-1.5998025226777397,-0.1804242023470931,1,0.6414505429876571,8.866895360302612,14
ABC736,1.469641776026943,1,-0.899365493777909,-0.8917182150452829,0.1331209907425751,0.8120074966963815,0.5553441825299187,0.3857746762466169,1.401661988940399,0.209313320371805,-0.8732189586687483,-1.017360582398232,1,1.2493250937475835,0.8583180573109119,16
ABC941,1.469641776026943,0,-0.6857456249296283,0.3135801220971312,-1.0543475641129396,-0.1246923711814374,0.8625225058302194,-0.1415810367879241,1.2582812388276672,0.9360529883489672,-0.3650797779672167,-0.4607367179246933,1,1.2142957114923325,0.7923826423291239,14
ABC132,0.0174265823244302,3,-0.7762757718655693,0.0435939861843669,-0.7899470512052261,1.048408238739583,0.8278686838423024,0.6678081179394073,1.606864701711195,-1.1481760594370922,-0.107401824818715,-0.7416994358260136,1,1.1728792054070645,0.14480505125247137,6
ABC258,0.957095237073115,3,0.5162148907828834,0.5705121733083817,1.1774069210068412,-1.8144070903247165,-0.8633233941606064,-0.2132101588568454,0.6011152824002927,1.342400802702359,-0.1410072564595151,0.7747292103060763,1,0.9624035154460258,-0.18200844189650034,15
ABC985,-0.2388466871524838,1,0.924891460253594,-0.3301332202040031,-1.2698765388092583,1.6008690412548148,1.2616831961354846,-0.6740175359497461,1.6176370908177384,-1.1198720723682292,-1.453652482316615,1.161556568608116,1,0.5647451777415433,-1.2514693830697503,22
ABC269,0.4445486981192869,3,-1.5861379413758707,0.5696476643877517,1.2076084333846693,-0.2345753721906162,1.0909810359727827,1.707725490284936,-0.4588727394050933,1.3885107816362654,-1.018143517324981,-1.4637688729257006,1,1.1353947724296505,0.6955630333154796,17
ABC288,-0.6659688029473405,3,-1.0737028854982054,-0.963904709917892,0.8376399067562748,-1.533490846806581,0.968623096608039,-1.0244423438460335,1.2661910350247794,-0.8169962107419928,-0.17135381452953,-0.8588779044869342,1,0.1286044189612067,0.19950893326553928,18
ABC595,1.1279440833910577,4,1.197874601369488,-0.9679679018448532,-0.0413613830402409,1.3323702797270558,0.2229241864236044,-0.6686378800502722,-1.1232705094983988,-0.682030272403377,0.3577274868622572,0.5831276359299442,1,-1.5010901860296726,0.6134634423418647,19
ABC671,-0.6659688029473405,2,-0.469465282070913,-0.6185333961261874,0.633093300197348,0.6142649533024648,0.7157785435850896,-1.5009403839790667,1.359802845255999,0.4329032182211235,1.558890188143272,-0.5366916668005456,0,0.6633863213913728,-2.9046290162031023,14
ABC516,-0.2388466871524838,4,1.604191446065726,-0.6077270346183119,0.4299194896555951,-0.7521266498649789,0.9185675759588258,1.1066485667761228,-1.014065101050015,1.487922736218297,-0.3748019328260219,1.639855999167365,1,0.0504020715674325,-0.22855783252695797,12
ABC719,-1.093090918742197,1,-0.5008588753940428,-1.5047414906640506,0.6904761737152214,1.0216989378546226,1.1256348579606996,0.1726805286730109,0.3909658081982867,-0.2423324732864681,-1.2911172976789795,-0.3335468282754049,1,0.1891024574886517,3.870872657835386,17
ABC546,-0.9222420724242544,2,-0.2981816518234633,1.4874103345286116,-1.33686898444735,0.3668524819470428,-0.171958254253523,0.5794422886276782,0.8465951796160663,-1.320841980551858,-0.6301469319141006,-0.0544516220127588,1,0.6228480448327318,11.572601671378093,15
ABC257,-1.1785153419011685,2,-0.2925368200100192,0.222115078294472,0.8189698809227083,-0.8301459235026262,0.6759908220434072,0.0672293107175822,0.4795053046777076,1.1568008874966993,0.186459610371988,-0.1985407209356114,1,0.9373540141751768,-0.939150464918774,14
ABC782,-0.9222420724242544,0,0.8492784754213775,1.2038514085619554,-0.4169583733390489,-1.0093793899674914,0.0988549472076055,-1.381492098359266,-0.8991847277110048,0.6473291202571626,-0.4852042179733508,0.4414329090725785,1,-0.9096025998461345,-1.099157330595793,17
ABC591,0.8716708139141436,1,0.0274649939650709,-0.398775228502029,-0.4622606419057911,-0.4925309886322067,-0.0423272905209449,-0.7327454461856698,-0.9677614052167616,1.6073446816584387,-0.759294548325139,-0.1222031013362534,1,-0.7129390651675083,6.213381984765412,15
ABC318,0.3591242749603155,4,-1.4064934823686723,-1.1489096189327224,-1.0734294287516584,-0.3875681219965732,-0.4414879808262102,-1.17138664850759,1.0710325079011098,1.5951066872495656,0.7920563583602918,-1.248910753868237,0,0.4559445152495926,-0.6341977246228881,12
ABC936,-1.6056374576960253,2,0.839164047270403,1.357561094649978,1.0461676217650062,-0.3055658824374845,0.7260463426926206,1.1293128578340916,1.6975134771765126,-1.562121870319216,-1.596380251546302,1.3341698963261688,1,1.737640670314374,-1.1965344563253657,18
ABC989,-0.1534222639935124,1,-1.4317888065687536,0.3172975104558404,0.7540366293103778,1.4064065874432616,1.6728229853995362,-0.9204356631228712,-1.2878947122548037,0.1152953633254379,-1.4183858421425175,-1.469733237312825,1,-0.9721165743324284,0.9650634592273438,26
ABC838,-1.2639397650601398,3,-0.1509255720737312,-0.8733041750358629,-0.304251820329063,-1.5117016802951662,1.1145114089275412,-1.4299090014545313,-0.0289815937080756,-1.3351679740067948,-0.7342039451227695,-0.40356020238113,1,-1.3781380523018398,1.8193170208329246,19
ABC701,-0.7513932261063119,2,1.298403503673341,0.2191757479643298,0.8899434350106044,-0.540795163915556,-0.8047113742551174,0.668156799340299,1.226139844756862,-0.601758309076929,1.1499968702534282,0.9295040861558872,1,1.1316622969414838,1.2372155081204905,8
ABC220,1.0425196602320863,2,0.3554621107054328,0.9077571032461638,1.3877192708378987,-1.2483573452539785,0.3846420223672167,0.1753703566227478,0.1158304528593718,-1.361963961764612,-0.3172859914764515,-0.1002915270947844,1,0.0165902347922785,3.1636370555668982,4
ABC707,0.1882754286423728,2,0.8432172215889088,-1.000127633692291,-0.749449568698593,-1.571446169116788,-1.6364031019651235,0.3419404429916441,1.447915463845417,-1.1110560763959605,-1.014103966519969,0.6252762012526902,1,0.355487033260602,-1.6218496153992328,14
ABC819,-1.2639397650601398,4,1.3288485801753591,1.085673039111828,1.0590719043264418,1.039973722670648,-0.9694239849384262,-0.4860284492403517,1.56103810469618,-1.6347378371434302,1.271092617981217,1.3444133689369016,1,0.931525763680286,0.945462643670627,18
ABC879,0.3591242749603155,4,-1.2045982068115946,0.8140443362498665,1.5705757003254763,0.285553118727032,0.2344754604195767,1.257727236619682,0.8870732477739864,0.7543970713414276,0.3899531168797722,-1.2059555701253706,0,1.9202724923289307,-0.3233561223480504,24
ABC247,-0.0679978408345411,3,-1.0023466590826846,0.5033398301754269,1.618486281324849,0.6386313330571654,-0.8145513483998346,1.3054965885418626,-1.260900963328151,0.9729409714960924,1.262014975722762,-1.112568989339352,0,0.2236128859327138,-1.134325141016335,13
ABC547,0.7008219675962009,0,-0.1382663426953844,1.7022408013051786,-1.7561208880922912,0.9256391715139758,-0.5497276964180989,-0.1036245757194136,1.7912257292642035,0.4381232158362827,1.6469977839038357,0.1505478256404379,1,1.7239482736037743,10.940030365084489,16
ABC983,-0.3242711103114551,1,1.2213978185330536,-1.352760822417288,-0.756313548784463,0.6805696212888136,0.4073167453963476,1.0295401655503298,1.0994073323542424,-1.3168979823537377,0.0183325981031442,1.4087163286096245,1,0.4879400136855855,0.01301369035825553,20
ABC264,-0.4951199566293978,3,-0.0306490122454686,1.388942768468849,-0.3233336849677817,0.7906869144110185,1.2248902493334988,1.1396736766034488,0.5765070275648325,0.0190154073125018,-1.496753127759759,-0.0067354981290449,1,1.31964333516368,222.2186242329192,12
ABC115,0.1028510054834015,2,1.6556241923265826,0.5720682893655158,-0.2309445130119711,-1.57074329277771,-1.6184344535269446,0.1543498493118405,1.721092202983142,-0.0184525755696407,0.8277768806473119,1.705870496234955,1,1.3127372575224738,0.4852518889765121,7
ABC116,1.469641776026943,1,-0.6658175178636415,0.6130460122033801,-1.2098853528587543,-1.4397740015961942,-1.5268799114847935,0.5272895133800004,-0.0808849230396022,-0.7974502196718968,0.88424889313716,-0.8450194672983672,0,-0.355699245449854,-1.046424286489179,8
ABC443,0.4445486981192869,3,1.316230992998915,-0.2230205649379401,1.3921122180928556,-0.2561302465890053,1.626617889415647,1.2564321342735123,-0.6792170620389327,0.9035150032144752,-0.7995992799526789,0.8090726400292414,1,0.4794770746108125,-0.9882910883301899,11
ABC497,-1.1785153419011685,2,-0.767461505796216,0.9660250044966292,1.5020731790684934,0.1604411303711652,0.2687014574446799,-1.4657733741176908,-1.239280853722711,-1.4432799246140915,0.8176008436755839,-0.5292526857982702,1,-1.601467828970788,-1.5448213407597526,20
ABC349,-1.0076664955832255,1,-0.5408168815751113,-0.1974311008872906,0.8375026271545574,-1.4163447902935975,-0.6233135900220708,0.1407512746770592,-0.6542070397775875,1.241190848941773,0.9407027503424912,-0.7060118547475839,0,-0.1100344951378141,-1.332417783096312,16
ABC188,1.5550661991859145,0,0.5205040375788365,0.2189163952881408,-0.5215654298477082,0.8633174694490684,0.276402306775328,-0.5700108552265836,-0.6766809051630333,0.6277831291870665,0.2619492833932992,0.7985908917943455,1,-0.4890903346873712,0.32801436390631517,17
ABC356,0.957095237073115,3,-1.1359811118989909,-1.4386065582358518,-0.5066019532605114,1.389537555305392,-1.3305082535532644,-1.276190315289934,-0.460555140500987,0.541885168430947,-0.1108604065191863,-1.1828414525177162,0,-1.0404787590755822,0.09372380912354428,14
ABC974,0.3591242749603155,0,1.2792851060887909,-0.699278529313034,-0.2968387218363233,1.54885619216305,0.5587667822324289,0.9782341879905322,1.6864648729646732,0.185997331024094,1.071892836261682,1.393832576339285,1,1.7499358836871572,0.7690255303666853,20
ABC695,0.7008219675962009,1,0.6248547686350706,0.4679814153216579,0.2676550004256277,0.9127531052975476,0.4603670407852574,-0.7882854121848681,1.3076484112832942,0.9375029876865116,0.2440118622905922,0.7888278185255162,1,1.292378300314294,0.30933475792816395,20
ABC188,1.2987929297090002,1,0.0184147554182703,-1.705394011142285,-0.9456221195527584,1.5882172671514123,0.2190737617582803,-0.4886684655613899,0.5360038489427946,1.0787329231633185,0.9067796012226452,-0.219914978013742,1,0.2157686994789738,-4.123318972689448,17
ABC409,-1.520213034537054,2,-1.5000126140189451,0.1438770209774526,1.045755782959854,-1.155577668495695,0.8458373322804815,1.6088494073177533,-0.2989944143669559,0.8465010292622365,-1.6906606440426148,-1.4055769945917116,1,0.8246013188134028,1.20282321818572,13
ABC757,-0.3242711103114551,1,-0.5008727561280103,-1.6095199718444124,-0.9045755186392556,0.0252545811551819,1.7061933324990115,1.325022746991805,-0.0842497252313896,-1.5089938945915955,0.9334224812512104,-0.6309031239190022,0,-0.4766953225047439,-1.4795020754581758,19
ABC251,-1.6056374576960253,3,0.5796961141275174,0.3383050772271506,0.6086575310916507,-0.3732763031019891,0.0440933519674405,-1.0333586253831246,-0.0314173087275038,-0.4201023920693893,-0.9370347837456864,0.2408014223783955,1,-0.4467556795515379,-3.8913174784874376,8
ABC632,1.725915045503857,2,-0.7270269277489305,0.2376762388658129,-1.073292149149941,1.4563108075177926,-0.2716414705891359,0.5135913154878214,0.6911362962626646,-1.5257558869336068,0.0677603602004313,-0.9220947306258356,1,0.2403192067006028,-0.07348524826125144,11
ABC809,0.2736998518013442,0,-1.2493728276793803,-1.5520301286225142,-0.5781246257552771,-0.446609734479117,-1.6034605798284618,1.196757803092311,-1.3852228711754602,-1.3693299583993366,0.0609612061488485,-1.1394493442091882,0,-1.648013993882039,-0.053500584697915986,17
ABC712,1.3842173528679715,3,-1.5967011799251274,0.1148295212442829,1.0325769411949834,-0.425289152193754,1.2612553711726708,-0.6602695264288683,-0.7650697388577471,0.6497651191442368,-1.1766663840843798,-1.4852323246023906,1,-0.4498494426567025,0.7922439907839897,10
ABC317,-1.2639397650601398,1,-0.5195608509595684,-0.1796222171223116,-1.5458085382612337,-0.3880367062226251,-1.495648689199387,-0.8828278834552525,0.9071867295323576,1.282254830181025,0.0840819609811332,-0.7711767243779022,1,0.4395575506732045,-0.10903072969293903,11
ABC575,-1.2639397650601398,4,-1.378384996084514,0.522272575537225,-1.0237342129299594,0.6742437342371125,-1.499926938827525,0.8248143715981278,-1.1669124961351638,-0.9962161288624584,-0.2987948341959788,-1.4053529207100235,0,-0.9806793122170454,0.2126119566073263,17
ABC377,0.8716708139141436,2,-1.587757360338744,-1.4276272949438502,1.082134877414965,1.0678544841207382,-0.8902763668178753,0.2190053433629252,-0.2470659745713115,-0.3699904149638611,0.8397139802171801,-1.5252466151576471,0,-0.3587930085550186,-0.550543087178324,17
ABC986,-1.3493641882191112,0,-0.5679583433928682,1.0825608069975596,-0.6252115291443455,0.699312990330891,-0.3118570170936321,1.168464797991374,1.3570909151312749,1.3765047871213991,-1.4685216603359643,-0.3927188898109318,1,2.2246987818771293,3.7393710830741056,23
ABC478,-1.6056374576960253,3,-0.4546082698143809,1.638180690286492,0.9996298367828074,-0.6237345719267486,1.271523170280202,0.6600873154910882,0.2788978068404719,-1.05694210111881,0.990284832358172,-0.6833880228703513,0,0.6522088546888425,-1.4490813406398309,19
ABC770,-1.093090918742197,0,1.4634454305467446,-1.4885751738482689,1.323060578429003,1.112604277708698,0.6019771034766217,-1.1537035203195043,-1.5864581306156411,0.253973299968167,0.2943383109714664,2.018590414638188,1,-1.6643809986964582,0.1458137861138232,14
ABC252,-0.3242711103114551,4,1.215646567759192,1.268776028501272,-1.7068375110757446,1.4708369185254029,-0.4282254069789828,0.1925055568951463,-0.2485726024183805,-1.4168899366707868,1.5689300604811232,0.921555474231046,1,-0.457953106016037,1.702480321968954,9
ABC122,-0.6659688029473405,2,-0.9463147629672678,-0.7248679933636835,-1.3497732670087856,-0.737600538857369,-0.0945219359842272,0.4771292032802759,1.008206126678333,-0.4912683595560596,0.0934863983608925,-0.795983306788799,1,0.3926720698084839,-0.1174476871104755,5
ABC432,-1.6910618808549964,0,-0.803556041023001,-0.3784592688672229,-0.2839344392748877,0.0367348946934543,-1.576935432134007,-1.3878181752040175,-1.6298992335394635,-1.0565941012777995,-0.2413969021957682,-0.8402806220448598,1,-2.414389014436238,0.287281291348024,9
ABC654,-1.520213034537054,0,-0.4918826674284022,0.1668729582662119,1.503995093492537,0.1552867038845939,0.3760855231109409,1.411346299526882,-0.3231255703841775,-0.4193483924138663,-1.5616673475499705,-0.2976823246486976,1,0.4523517580952079,5.246086912929525,15
ABC200,0.1028510054834015,4,-1.227348729784303,-0.5268954505394022,-0.6371548544937594,1.25833397201085,-1.375429874648712,0.5162313318088596,0.4279284113797126,1.0940449161677854,0.7413849592735964,-1.2270286047521604,0,0.7522471816764883,-0.6042116348406922,2
ABC639,-1.1785153419011685,3,-1.1197776684476126,-1.0589142402951344,-1.2082379976381457,1.0868321452758416,1.4259679818559798,-0.6200715420689104,-0.8373878755170585,1.559900703333992,-1.239147795749325,-1.0985887246375314,1,-0.6383095151661501,1.1279451244670018,18
ABC123,0.6153975444372296,0,0.6804656158201403,0.2792591179481182,1.3303363973200253,-1.708038471010927,0.4642174654505815,-1.3644565213442652,-1.338592739308675,0.0632693870943513,1.2388034444678928,0.4280674539291123,1,-1.4549432163577978,2.893944477902396,6
ABC618,1.725915045503857,4,1.581991525540394,-0.7661915197697998,-0.102725365007919,0.3082794536905509,1.1868138276430715,1.6375907170769797,-0.4539761989021191,-1.6477298312078266,-1.0031200193872385,2.00434241939363,1,-0.3819064129148937,-0.5004733770443828,15
ABC113,-0.1534222639935124,0,-0.8412329799220793,-1.1221962932852538,-0.8172656919469888,0.7944355882194339,0.6584499985680419,1.3057456466853568,1.4979103979039894,-1.1654020515671175,-1.2254042453700242,-1.0296458008588416,1,1.0333005899592176,1.1901221219451368,5
ABC459,0.7008219675962009,4,0.3918435144342125,-1.14251225292006,0.3826953066648093,1.498014803636415,-0.0042508688305176,-1.657348898093401,0.5390673255651682,-0.4857583620733915,-1.4236054864411292,0.4102526874353663,1,-0.4835016013361061,-3.470069861919948,18
ABC703,-1.4347886113780826,0,0.4985771048215317,1.3981065630275276,1.0781537689651606,-0.3603902368855609,-0.7888818506310071,-1.2554188661225203,-1.148858072434454,-0.002328582936149,0.5537228608645576,0.1295851239632625,1,-1.0050102620570176,4.273043416785545,10
ABC157,0.8716708139141436,4,-1.2001702526759666,-0.7845191088871568,-1.3564999674929383,-0.6078027082409828,1.0007099688190733,1.5105212522662577,1.4422153884906723,1.4888507357943253,-0.0877396516869016,-1.055436156777679,1,1.8805725257729795,0.08313117863497962,13
ABC420,-0.2388466871524838,0,-1.1874231119824925,-1.3133392156365578,0.5217595432045361,0.902209960211379,0.9023102273719016,1.535676124759168,1.438172603767704,-1.0775900916854395,1.6963438472207966,-1.146079355097247,0,1.2792846964627584,-1.4801277413088543,6
ABC482,1.5550661991859145,4,0.7527102092095803,1.60273582454066,-1.579442040681997,0.662997712811866,0.4244297439088991,1.6978129761738685,0.5678439174441858,-0.3509664236552809,1.2108352286695931,0.90313931836278,1,1.227588912963556,1.3406959524966837,14
ABC514,1.6404906223448856,0,0.6490905301423003,-0.8784047776675802,-1.4464181066178357,-0.5358750295420107,1.6013762166096337,-0.693693129285785,-0.1344204325387869,0.725223084670038,-1.3784351385630575,1.0685093034244142,1,-0.5192894545461717,-1.2900544095829367,10
ABC184,-1.0076664955832255,3,0.2683743857934282,-1.744210461678574,-1.1131032336479871,-0.0052033935381938,1.0819967117536933,-0.3567174611381822,1.334918375315243,-1.040122108803297,0.2050596993595621,0.4612357951944708,1,0.0457115275047636,0.4445875656140322,13
